sample,subject,source_model,target_model,count
picking_sides_sample9_correct,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample9_correct,elementary_mathematics,qwen3b,llama3b,1
picking_sides_sample9_correct,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample9_correct,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample9_correct,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample9_correct,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample9_correct,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample9_correct,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample9_correct,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample9_correct,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample9_correct,elementary_mathematics,llama8b,qwen3b,2
picking_sides_sample9_correct,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample9_correct,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample9_correct,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample9_correct,elementary_mathematics,qwen3b,qwen7b,2
picking_sides_sample9_correct,elementary_mathematics,llama8b,qwen7b,1
picking_sides_sample9_correct,elementary_mathematics,qwen14b,qwen7b,1
picking_sides_sample9_correct,elementary_mathematics,qwen32b,qwen7b,1
picking_sides_sample9_wrong,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen3b,llama3b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample9_wrong,elementary_mathematics,llama8b,qwen3b,2
picking_sides_sample9_wrong,elementary_mathematics,qwen32b,qwen3b,2
picking_sides_sample9_wrong,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample9_wrong,elementary_mathematics,llama3b,qwen32b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen3b,qwen32b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen7b,qwen32b,1
picking_sides_sample9_wrong,elementary_mathematics,qwen14b,qwen32b,1
picking_sides_sample10_wrong,elementary_mathematics,qwen3b,llama3b,3
picking_sides_sample10_wrong,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample10_wrong,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample10_wrong,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample10_wrong,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample10_wrong,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample10_wrong,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample10_wrong,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample10_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample10_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample10_wrong,elementary_mathematics,llama8b,qwen3b,3
picking_sides_sample10_wrong,elementary_mathematics,llama3b,qwen3b,3
picking_sides_sample10_wrong,elementary_mathematics,qwen7b,qwen3b,2
picking_sides_sample10_wrong,elementary_mathematics,qwen14b,qwen3b,2
picking_sides_sample10_wrong,elementary_mathematics,qwen32b,qwen3b,2
picking_sides_sample11_correct,elementary_mathematics,llama8b,qwen3b,1
picking_sides_sample11_correct,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample11_correct,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample11_correct,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample11_wrong,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen3b,llama3b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample11_wrong,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample11_wrong,elementary_mathematics,llama8b,qwen3b,2
picking_sides_sample11_wrong,elementary_mathematics,llama3b,qwen3b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample11_wrong,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample12_wrong,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample12_wrong,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample12_wrong,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample12_wrong,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample12_wrong,elementary_mathematics,llama8b,qwen3b,1
picking_sides_sample12_wrong,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample12_wrong,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample12_wrong,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample13_wrong,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample13_wrong,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample13_wrong,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample13_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample13_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample13_wrong,elementary_mathematics,llama8b,qwen3b,2
picking_sides_sample13_wrong,elementary_mathematics,llama3b,qwen3b,1
picking_sides_sample13_wrong,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample13_wrong,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample13_wrong,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample14_correct,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample14_correct,elementary_mathematics,qwen3b,llama3b,1
picking_sides_sample14_correct,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample14_correct,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample14_correct,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample14_wrong,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample14_wrong,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample14_wrong,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample14_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample14_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample14_wrong,elementary_mathematics,llama3b,qwen3b,1
picking_sides_sample14_wrong,elementary_mathematics,llama8b,qwen3b,1
picking_sides_sample14_wrong,elementary_mathematics,qwen7b,qwen3b,2
picking_sides_sample14_wrong,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample14_wrong,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample14_wrong,elementary_mathematics,qwen3b,qwen7b,2
picking_sides_sample14_wrong,elementary_mathematics,llama8b,qwen7b,1
picking_sides_sample14_wrong,elementary_mathematics,qwen14b,qwen7b,1
picking_sides_sample14_wrong,elementary_mathematics,qwen32b,qwen7b,1
picking_sides_sample15_correct,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample15_correct,elementary_mathematics,qwen3b,llama3b,1
picking_sides_sample15_correct,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample15_correct,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample15_correct,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample15_wrong,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample15_wrong,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample15_wrong,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample15_wrong,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample15_wrong,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample15_wrong,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample15_wrong,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample15_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample15_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample15_wrong,elementary_mathematics,llama8b,qwen3b,2
picking_sides_sample15_wrong,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample15_wrong,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample15_wrong,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample17_wrong,elementary_mathematics,qwen3b,llama3b,2
picking_sides_sample17_wrong,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample17_wrong,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample17_wrong,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample17_wrong,elementary_mathematics,llama3b,llama8b,3
picking_sides_sample17_wrong,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample17_wrong,elementary_mathematics,qwen7b,llama8b,3
picking_sides_sample17_wrong,elementary_mathematics,qwen14b,llama8b,2
picking_sides_sample17_wrong,elementary_mathematics,qwen32b,llama8b,2
picking_sides_sample17_wrong,elementary_mathematics,llama8b,qwen3b,2
picking_sides_sample17_wrong,elementary_mathematics,llama3b,qwen3b,2
picking_sides_sample17_wrong,elementary_mathematics,qwen7b,qwen3b,2
picking_sides_sample17_wrong,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample17_wrong,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample17_wrong,elementary_mathematics,qwen3b,qwen7b,3
picking_sides_sample17_wrong,elementary_mathematics,llama8b,qwen7b,2
picking_sides_sample17_wrong,elementary_mathematics,qwen14b,qwen7b,1
picking_sides_sample17_wrong,elementary_mathematics,qwen32b,qwen7b,1
picking_sides_sample19_correct,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample19_correct,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample19_correct,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample19_correct,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample19_correct,elementary_mathematics,llama8b,qwen3b,1
picking_sides_sample19_correct,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample19_correct,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample19_correct,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample20_correct,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample20_correct,elementary_mathematics,qwen3b,llama3b,1
picking_sides_sample20_correct,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample20_correct,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample20_correct,elementary_mathematics,llama8b,qwen14b,1
picking_sides_sample20_correct,elementary_mathematics,qwen3b,qwen14b,1
picking_sides_sample20_correct,elementary_mathematics,qwen7b,qwen14b,1
picking_sides_sample20_correct,elementary_mathematics,qwen32b,qwen14b,1
picking_sides_sample20_wrong,elementary_mathematics,qwen3b,llama3b,1
picking_sides_sample20_wrong,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample20_wrong,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample20_wrong,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample20_wrong,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample20_wrong,elementary_mathematics,qwen3b,llama8b,2
picking_sides_sample20_wrong,elementary_mathematics,qwen7b,llama8b,2
picking_sides_sample20_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample20_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample20_wrong,elementary_mathematics,llama8b,qwen3b,1
picking_sides_sample20_wrong,elementary_mathematics,llama8b,qwen7b,1
picking_sides_sample20_wrong,elementary_mathematics,llama8b,qwen14b,1
picking_sides_sample20_wrong,elementary_mathematics,qwen3b,qwen14b,1
picking_sides_sample20_wrong,elementary_mathematics,qwen7b,qwen14b,1
picking_sides_sample21_wrong,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample21_wrong,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample21_wrong,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample21_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample21_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample21_wrong,elementary_mathematics,llama8b,qwen3b,3
picking_sides_sample21_wrong,elementary_mathematics,qwen7b,qwen3b,3
picking_sides_sample21_wrong,elementary_mathematics,qwen14b,qwen3b,2
picking_sides_sample21_wrong,elementary_mathematics,qwen32b,qwen3b,2
picking_sides_sample21_wrong,elementary_mathematics,qwen3b,qwen7b,3
picking_sides_sample21_wrong,elementary_mathematics,llama8b,qwen7b,1
picking_sides_sample21_wrong,elementary_mathematics,qwen14b,qwen7b,1
picking_sides_sample21_wrong,elementary_mathematics,qwen32b,qwen7b,1
picking_sides_sample22_wrong,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample22_wrong,elementary_mathematics,qwen3b,llama3b,1
picking_sides_sample22_wrong,elementary_mathematics,llama3b,llama8b,2
picking_sides_sample22_wrong,elementary_mathematics,qwen7b,llama8b,2
picking_sides_sample22_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample22_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample22_wrong,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample22_wrong,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample22_wrong,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample22_wrong,elementary_mathematics,llama8b,qwen7b,1
picking_sides_sample22_wrong,elementary_mathematics,qwen3b,qwen7b,1
picking_sides_sample22_wrong,elementary_mathematics,llama3b,qwen14b,1
picking_sides_sample22_wrong,elementary_mathematics,qwen3b,qwen14b,1
picking_sides_sample22_wrong,elementary_mathematics,qwen7b,qwen14b,1
picking_sides_sample22_wrong,elementary_mathematics,qwen32b,qwen14b,1
picking_sides_sample23_wrong,elementary_mathematics,llama8b,llama3b,1
picking_sides_sample23_wrong,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample23_wrong,elementary_mathematics,qwen32b,llama3b,1
picking_sides_sample23_wrong,elementary_mathematics,llama8b,qwen3b,1
picking_sides_sample23_wrong,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample23_wrong,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample23_wrong,elementary_mathematics,llama8b,qwen14b,1
picking_sides_sample23_wrong,elementary_mathematics,qwen7b,qwen14b,1
picking_sides_sample23_wrong,elementary_mathematics,qwen32b,qwen14b,1
picking_sides_sample23_wrong,elementary_mathematics,llama3b,qwen32b,2
picking_sides_sample23_wrong,elementary_mathematics,qwen3b,qwen32b,2
picking_sides_sample23_wrong,elementary_mathematics,qwen14b,qwen32b,2
picking_sides_sample23_wrong,elementary_mathematics,llama8b,qwen32b,1
picking_sides_sample23_wrong,elementary_mathematics,qwen7b,qwen32b,1
picking_sides_sample24_wrong,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample24_wrong,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample24_wrong,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample24_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample24_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample24_wrong,elementary_mathematics,llama8b,qwen3b,2
picking_sides_sample24_wrong,elementary_mathematics,llama3b,qwen3b,1
picking_sides_sample24_wrong,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample24_wrong,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample24_wrong,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample25_wrong,elementary_mathematics,llama3b,llama8b,1
picking_sides_sample25_wrong,elementary_mathematics,qwen3b,llama8b,1
picking_sides_sample25_wrong,elementary_mathematics,qwen7b,llama8b,1
picking_sides_sample25_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample25_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample25_wrong,elementary_mathematics,llama8b,qwen3b,3
picking_sides_sample25_wrong,elementary_mathematics,llama3b,qwen3b,2
picking_sides_sample25_wrong,elementary_mathematics,qwen7b,qwen3b,3
picking_sides_sample25_wrong,elementary_mathematics,qwen14b,qwen3b,2
picking_sides_sample25_wrong,elementary_mathematics,qwen32b,qwen3b,2
picking_sides_sample25_wrong,elementary_mathematics,qwen3b,qwen7b,3
picking_sides_sample25_wrong,elementary_mathematics,llama3b,qwen7b,1
picking_sides_sample25_wrong,elementary_mathematics,llama8b,qwen7b,1
picking_sides_sample25_wrong,elementary_mathematics,qwen14b,qwen7b,1
picking_sides_sample25_wrong,elementary_mathematics,qwen32b,qwen7b,1
picking_sides_sample26_correct,elementary_mathematics,llama8b,qwen3b,1
picking_sides_sample26_correct,elementary_mathematics,qwen7b,qwen3b,1
picking_sides_sample26_correct,elementary_mathematics,qwen14b,qwen3b,1
picking_sides_sample26_correct,elementary_mathematics,qwen32b,qwen3b,1
picking_sides_sample26_wrong,elementary_mathematics,llama8b,llama3b,2
picking_sides_sample26_wrong,elementary_mathematics,qwen3b,llama3b,1
picking_sides_sample26_wrong,elementary_mathematics,qwen7b,llama3b,1
picking_sides_sample26_wrong,elementary_mathematics,qwen14b,llama3b,1
picking_sides_sample26_wrong,elementary_mathematics,llama3b,llama8b,2
picking_sides_sample26_wrong,elementary_mathematics,qwen3b,llama8b,2
picking_sides_sample26_wrong,elementary_mathematics,qwen7b,llama8b,2
picking_sides_sample26_wrong,elementary_mathematics,qwen14b,llama8b,1
picking_sides_sample26_wrong,elementary_mathematics,qwen32b,llama8b,1
picking_sides_sample26_wrong,elementary_mathematics,llama8b,qwen3b,3
picking_sides_sample26_wrong,elementary_mathematics,qwen14b,qwen3b,2
picking_sides_sample26_wrong,elementary_mathematics,qwen32b,qwen3b,1
